OrderID,CustomerID,ProductName,Brand,Raw_Weight,Country,OrderDate,UnitPrice
REC-247713,14552,PAIN AU LAIT BIO PASQUIER,Brioche Pasquier,4 pcs,France,11/5/2024,10
REC-127715,8125,50G RICOLA CITRON MELISSE,Ricola,50 g,"France,Suisse",6/19/2025,2.93
REC-263705,12021,Wasa tartine croustillante sensation aux graines de chia & touche de sel 245g,Wasa,245 g,"France,Sweden",11/5/2024,11.51
REC-723202,11319,BREAKSTA Tiffany,wafer sandwich,26g,en:Morocco,9/16/2025,8.6
REC-647565,10431,Tube caramel beurre salÃ©,RÃ©gilait,300 g,France,4/24/2024,23.57
REC-999068,7260,Dark Chocolate,,,"Bolivia,Bulgaria,Dinamarca,Francia,Alemania,Israel,Marruecos,Polonia,Rumania,Serbia,EspaÃ±a",11/9/2025,
REC-826172,12161,Original Salted Peanuts,KP,415 g,"France, United Kingdom, en:ireland",3/20/2024,
REC-196679,10288,Frusli Juicy Blueberries Chewy Cereal Bars 6 x (180g),Jordans,30 g,"France, Switzerland, en:united-kingdom",8/19/2024,4.82
REC-952086,11647,Mini Bites Quinoa & ChÃ­a,GullÃ³n,250 g,"Francia,Marruecos,EspaÃ±a",8/29/2025,21.84
REC-179116,10929,Cacao & Almond Oat Bars,Deliciously Ella,3 x 50g,United Kingdom,3/3/2025,
REC-361666,6019,L'extra craquante nature,Vico,150 g,France,9/19/2024,11
REC-799310,5974,Cashew Butter + Pure Vanilla Bean Dark Chocolate,Hu,60g,en:gb,4/30/2025,8.93
REC-404436,12293,Crunchy,Bjorg,150 g,France,8/11/2025,13.29
REC-573234,8544,Doritos cheese,"Doritos,PepsiCo",160g,France,7/13/2025,
REC-737038,14867,,Merendina,,Morocco,10/26/2025,
REC-383318,7857,the ORIGINAL CRACKER,RITZ,,en:United Kingdom,8/20/2025,1.1
REC-630468,11153,Rough Oatcakes,"Sainsbury's, By sainsbury's",250 g,"France,Royaume-Uni",7/10/2024,
REC-850125,7216,Muesli Bars Chocolate,Crownfield,8x25 gram,"Bulgarie,France,Allemagne,Irlande,Royaume-Uni",7/7/2024,10.24
REC-619056,12401,Dunkle Ganze Mandel,"Fin carrÃ©, Lidl",200 g,"France,Germany",12/20/2024,1.55
REC-630599,5081,Cake aux Fruits - TranchÃ©,"Lidl, Sondey",300 g,France,5/10/2024,16.18
REC-766752,10102,Galettes Pur Beurre,Bonne Maman,170 g,"France,Suisse",9/15/2024,14.57
REC-768004,5802,Le Palet pur beurre,La MÃ¨re Poulard,125 g,"France, en:morocco",2/8/2025,17.63
REC-579857,8304,Les craquantes blÃ© complet,,250 g,"France,RÃ©union",11/6/2025,16.74
REC-271727,10870,Muesli CroustillantNoix,Auchan,0.45 kg,"France,Spain, Monde",8/18/2024,9.39
REC-684920,10199,Celebrations,MARS,,"Belgium, France, Germany, Hungary, en:morocco",2/24/2025,19.54
REC-324087,9545,Tunnock's  Caramel Wafer Biscuits imp,Thomas Tunnock LTD,8 x 30g,"Australia,United Kingdom",7/23/2025,
REC-687235,10476,Wafers Cocoa,Balconi,45 g,"France,Maroc,Suisse",8/3/2025,6.55
REC-161215,13919,Protein Bar Cookie & Cream Flavour,Ironmaxx Nutrition GmbH & Co.,45 g,"France,Germany,Bulgaria",9/6/2025,14.13
REC-773229,7829,Gourmet Sea Salt Savoury crackers,Aldi,185 g,"Ireland,United Kingdom",10/8/2025,2.78
REC-126095,7493,Love Corn Salt & Vinegat,Love Corn,,en:gb,6/25/2025,2.08
REC-266437,8787,Cream crackers,By sainsbury's,300g,"France, en:united-kingdom",9/24/2025,3.71
REC-243011,8446,Blueberry & Honey Porridge Oat Bars,Stoats,4 x 42 g,"An Fhraing,An RÃ¬oghachd Aonaichte",6/27/2025,4.41
REC-539546,5522,Biscuit filled with hazelnut spread with cocoa,nutella,193.2g,"ä¿åŠ åˆ©äºš,å¾·å›½,é©¬æ¥è¥¿äºš,æ‘©æ´›å“¥,æ³¢å…°,ç¾…é¦¬å°¼äºž,ç‘žå£«,åŒˆç‰™åˆ©",1/12/2025,11.59
REC-873872,10383,Chipster,"Belin, Mondelez",75 g,"Canada,France,Guadeloupe,Suisse",4/17/2025,
REC-825570,14151,hula hoops original,KP Snacks,6X24g,United Kingdom,8/7/2025,4.61
REC-543821,7789,Ritz Crackers Original 200 g,Mondelez,200g,"Germany, Norway, Spain, Switzerland, en:france",4/29/2025,24.5
REC-608252,13403,Berry Delight Fruit & Nut Bar,Nakd,35 g,"United Kingdom, en:ireland",10/11/2025,1.78
REC-437414,11696,"Chocolat Noir 72%, Collection Pure",Villars,,"Croatie,France,Maroc,Suisse",8/14/2024,15.42
REC-348410,8367,NESTLE DESSERT Lait,NestlÃ©,170 g,"Canada,France",8/7/2025,1.05
REC-294915,10211,BelVita - Petit dÃ©jeuner TartinÃ©,LU,250g,"Belgium,France,RÃ©union",3/15/2025,19.49
REC-848362,12458,Nature valley crunchy,,10 Barres,"France, Germany, Italy, en:united-kingdom",5/19/2025,4.11
REC-932657,5427,"Gullon Cuordi Cereale Tradizionale, Alto Contenuto Di Fibra",Gullon,280g,"France, Italy, Morocco, Romania, en:albania",7/25/2025,
REC-478427,5222,Proper corn sea salt,Proper,6 x 10g,en:gb,1/4/2026,8.32
REC-397645,7667,Pringles Hot & Spicy,Pringles,175 g,"FranÃ§a,ItÃ¡lia,Portugal",10/2/2025,10.62
REC-982782,5760,Crunchy Variety,"General Mills, Nature Valley",42 gram,"France,United Kingdom",6/30/2024,
REC-298198,13206,Single Estate Venezuelan Dark clChocolate,Sainsbury's taste the difference,100 g,en:gb,12/30/2024,19.05
REC-999488,10754,Ø¨Ø±ÙŠÙƒ,Tiffany,12,"Saudi Arabia, en:morocco",4/27/2025,7.87
REC-567142,13819,Mint Intense Dark Chocolate,Lindt,100g,"Ireland, en:united-kingdom",3/4/2025,4.85
REC-748415,6826,Kinder DUO,"Kinder,Ferrero",150 g,"Frankreich,Deutschland,Marokko",6/6/2025,16.51
REC-212845,10753,Joyfuel Chocolat au Lait & Cookie Dough,Joyfuel,55g,France,9/11/2025,2.84
REC-995013,9725,Doritos,,230g,en:United Kingdom,11/8/2024,19.01
REC-240403,6000,Milka chocolate Hazelnuts,Milka,100 g,"Ã–sterreich,Bulgarien,Frankreich,Deutschland,Italien,Marokko,Niederlande,Polen,RumÃ¤nien,Thailand,Tunesien,Vereinigtes KÃ¶nigreich",10/5/2024,5.81
REC-843539,6886,Ovomaltine barres,Ovomaltine,100g,"Belgium,France,Luxembourg,Switzerland",12/31/2024,8.9
REC-732172,6239,PÃ©pito Croc sablÃ© goÃ»t choco,,294g,"France,La RÃ©union",1/23/2025,5.8
REC-389392,11439,Digestive fibra 23%,,400g.,EspaÃ±a,3/13/2024,14.53
REC-318511,8248,Galletas MarÃ­a Dorada,Hacendado,800 g,EspaÃ±a,9/12/2025,16.33
REC-188620,6736,Chocolate negro 85%,HACENDADO,200 g,"Portugal,EspaÃ±a",8/6/2025,12.52
REC-392757,12858,Frischei-Waffeln,"Confiserie Firenze, Kuchenzauber Lidl, Kuchenzauber",,"Bulgarije,Duitsland,ItaliÃ«,RoemeniÃ«,Verenigd Koninkrijk",1/13/2025,18.11
REC-511680,8652,Cadbury DAIRY MILK Cadbury DAIRY MILK THE CLASSIC,Suchard,550 g,"Francia,EspaÃ±a,Reino Unido",10/10/2025,
REC-351418,10336,Breaktime,Tiffany,13g,"Qatar, Saudi Arabia, en:morocco",2/9/2025,8.75
REC-930683,11117,Barbeque,Pringles,12,"France, en:morocco",11/17/2024,24.2
REC-383420,5927,Bahlsen,Bahlsen,,en:united-kingdom,9/2/2025,12.06
REC-252402,10961,NappÃ©s intenses Eclats de fÃ¨ves de cacao,Bjorg,,France,1/3/2026,23.93
REC-959878,12237,Oats 'N Honey Granola Bars,,1.49oz (42 g),"France,United States",8/18/2025,1.35
REC-320838,5258,Biscuit saveur vanille citron,"GerlinÃ©a, Ma Pause GerlinÃ©a",156g,"France, en:switzerland",11/2/2025,4.63
REC-114796,9377,Tablette BIO dÃ©gustation Chocolat noir - 100g,Ivoria,100 g,"France, Switzerland, en:belgium",9/23/2025,23.83
REC-620781,13762,pain des fleurs sarrasin,Le pain des fleurs,150 g,"BelgiÃ«,Frankrijk",7/28/2025,23.99
REC-758527,14701,Chocolat noir 85% cacao,"Marque RepÃ¨re, Equador",100 g,"France,La RÃ©union",2/24/2025,21.8
REC-785583,9688,Kinder Maxi,Ferrero,10 x 21g,"Ã–sterreich,Finnland,Frankreich,Deutschland,Italien,Spanien,Schweiz",5/25/2024,15.11
REC-675659,6785,DÃ©lices au Caramel,Lightbody,320 g,France,4/15/2025,24.24
REC-513061,10459,lindt,,100g,en:gb,8/20/2024,2.29
REC-578421,6521,Green & Blacks Smooth Mint,Green & Blacks,,United Kingdom,9/25/2024,
REC-461910,14376,Manchego & Green Olive,Manomasa,140g,en:gb,2/4/2026,1.66
REC-418209,9355,"Butternut squash, tomato & basil Falafel",Aldi,200 g,United Kingdom,6/21/2024,15.28
REC-868358,8027,,,,Morocco,10/23/2024,
REC-567194,6873,Lulu La Barquette Fraise,LU,,"Belgique,Canada,France,Suisse",1/30/2025,
REC-989169,6549,Pepito lu pÃ©pite choco,"LU,Mondelez",150 g,"France,La RÃ©union",9/5/2025,19.89
REC-895504,11467,280G HARIBO CROCO,Haribo,,"France,Suisse",12/8/2024,12.76
REC-926774,8817,MADELEINE,Armor DÃ©lices,430 g,France,4/3/2025,
REC-221525,9733,La Grande Galette pur beurre,,135 g,"France, en:morocco",2/5/2024,7.35
REC-664894,11162,8 Navettes au beurre frais et Ã  la crÃ¨me fraÃ®che,La FournÃ©e DorÃ©e,400 g,France,5/29/2025,11.87
REC-215902,7515,5 Banana Lunchbox Loaves,Soreen,,"France, en:united-kingdom",4/26/2024,7.68
REC-682987,11767,Protein Flapjack Cocoa Oat,TREK,50 g,"France,United Kingdom",9/16/2024,16.7
REC-465696,11796,Kinder Chocolate,Kinder,,"ArgÃ©lia,FranÃ§a,Alemanha,Portugal,SÃ©rvia,Estados Unidos",6/29/2025,3.29
REC-247274,12831,Macine mb 350g int. eu,"Barilla,Mulino Bianco",350 g,"Francia,Italia,EspaÃ±a,Suiza,Reino Unido",10/18/2025,22.97
REC-327334,5940,Sweet & saltynut,Nature Valley,30 g,France,6/27/2024,15.3
REC-450794,12469,GÃ¢che tranchÃ©e,SAVEURS DE NOS RÃ‰GIONS,500g,France,5/24/2024,19.3
REC-480982,6274,Totas,tosfrit,,"France,Maroc",3/23/2024,20.57
REC-606238,10295,Chocolate 95%,Trapa,80 g,"Spain, en:morocco",12/13/2024,21.39
REC-846159,11811,Fruit Slices APPLE,Go Ahead,,"United Kingdom, en:cyprus",9/2/2024,6.29
REC-594573,8534,miredina,Mondelez,,Morocco,12/17/2025,17.29
REC-254475,11515,Lulu L'Ourson Chocolat,"LU,Mondelez International",150 g,"France,Suisse",9/8/2025,1.97
REC-997609,6579,SablÃ©s sarrasin miel saveur citron,cÃ©rÃ©al bio,132 g,"France,Switzerland",9/23/2024,11.55
REC-344258,9455,Sweet And Salted Popcorn,Tesco,110g,"Frankreich,Vereinigtes KÃ¶nigreich",10/12/2024,18.58
REC-538715,10760,LOTUS BISCOFF Speculoos Original Pocket Format Familial - 248g (16x2p),Lotus,248 g,"France, en:united-kingdom",5/11/2024,14.99
REC-732999,9921,BREAKFAST Cocoa with choc chips,belVita,225g,"France, United Kingdom, en:portugal",9/8/2025,12.53
REC-127463,13169,Knoppers Einzelpack,Storck,25 g,"DÃ¤nemark,Frankreich,Deutschland,Marokko,Polen,Schweiz,Vereinigtes KÃ¶nigreich",1/31/2025,24.3
REC-196691,7786,Dark chocolate nuts & sea salt,KIND,40g,"France,Ireland,United Kingdom",9/27/2025,24.5
REC-113479,5718,Tableta chocolate negro 85%,Carrefour BIO,100 g,"Belgique,France,Espagne",11/12/2024,2.66
REC-764198,5365,Lentil Chips,Snackrite,6 x 15 g,United Kingdom,3/17/2025,19.13
REC-316744,11025,Lindt lait extra fin,Lindt,,en:fr,9/27/2024,16.04
REC-601543,11146,PiCK UP ! Choco x6,,168 g,"France, en:belgium",9/16/2024,20.76
REC-204201,6171,FourrÃ© FIGUES,GerblÃ©,180 gr,en:fr,9/9/2024,21.42
REC-316418,14598,curry cauliflower bites,Holland & Barrett,171 g,United Kingdom,6/19/2024,10.02
REC-260803,9776,Tartelettes chocolat caramel,Bonne Maman,135g,"Belgium,Bulgaria,France,Germany,Luxembourg",8/11/2024,5.02
REC-561609,6283,Tablette dÃ©gustation chocolat noir 85% - 100g,"Ivoria, Les creations",100 g,"France,Portugal",4/19/2025,
REC-993869,14044,Chips Craquante Sel Brets,Bret's,125 g â„®,France,7/27/2024,23.05
REC-104547,9830,Hanuta 10er-Pack,Ferrero,220 g (10 x 22 g),"France, Germany, Morocco, Switzerland, en:ukraine",2/12/2025,15.14
REC-437468,9108,Onduladas campesinas,Risi,,"Maroc,Espagne,Francia",7/1/2025,20.42
REC-221393,13322,Fennel Seed Tarallini,Crosta & Mollica,170g,United Kingdom,4/17/2025,
REC-452478,12790,CARAMEL,Lindt,100g,en:gb,11/16/2024,
REC-868294,10244,Sweet & Salty Popped Crisps,Popworks,85g,"Ireland,United Kingdom",11/13/2025,19.41
REC-992864,10746,chipsfrisch ungarisch,funny-frisch,150g,Deutschland,7/1/2025,6.39
REC-218134,11246,,,,en:Morocco,5/16/2024,
REC-955523,8057,Noir 85%,Biocoop,100 g,France,2/24/2024,16.04
REC-218768,6370,Matin Chocolat,,200 g,France,2/21/2024,22.75
REC-382273,6367,MACARONI CHEESE WITH BACON,WOOLWORTHS FOOD,200 g (8 x 25 g),"Bulgaria,France,Germany",4/10/2025,18.36
REC-346482,14372,VÃ©ritable petit beurreðŸ§ˆ,,25 g,"Belgium,France,Switzerland",4/18/2024,20.4
REC-408869,7478,Le palmier,Bjorg,100 g,"France,Switzerland",6/21/2025,9.72
REC-609749,13831,FourrÃ©s goÃ»t citron,Bjorg,225 g,France,6/4/2024,23.43
REC-518995,11640,Nicaragua grand cru waslala 75%,,100 g,France,3/2/2025,1.33
REC-294094,9642,Dessert 72%,Aiguebelle,,"France,Maroc",3/31/2025,10.89
REC-236778,6005,tentation croque lait aux noisettes suprÃªmes,Aiguebelle,,"France, en:morocco",7/7/2024,12.5
REC-679537,7701,REGAÃ‘A,Hacendado,250 gramos,"Rumania,EspaÃ±a",4/28/2025,19.89
REC-504192,9185,Galleta dorada,GullÃ³n,,"France,Morocco",7/29/2024,11.36
REC-884903,7594,Tortilla Chips,Stockwell & Co.,,United Kingdom,9/20/2024,19.56
REC-120400,11836,Wholegrain Ryvita Crackerbread,Ryvita,125 g,United Kingdom,2/25/2025,20.12
REC-742848,14075,SablÃ©s Pavot Coco,,132 g,Francia,2/14/2025,17.98
REC-993045,11096,Choco Tablet Zero sin AzÃºcares,Anturios,150g,"Marruecos,EspaÃ±a",8/17/2025,17.7
REC-276484,5450,Extra Dark 85% Cocoa,"Fin CarrÃ©,Lidl",100 g,"BÃ©lgica,EspaÃ±a",10/15/2025,21.94
REC-380641,6676,Donut,Be,50g,en:ma,3/7/2024,1.21
REC-590661,5746,Bio crackers,maÃ®tre Jean pierre,200 g,France,1/20/2025,
REC-298768,6956,Melty - Be,Be,40g,Morocco,4/8/2024,20.37
REC-173877,11980,6.11126E+12,,,en:Morocco,2/23/2024,21.29
REC-900752,9555,Digestive sin azÃºcares,GullÃ³n,400 g,EspaÃ±a,7/4/2024,1
REC-234370,8993,Chocolat Noir Amande et Ã‰corces d'Orange,lidl jd gross,125g,"France,Netherlands,United Kingdom",8/20/2024,4.58
REC-302639,14765,14 Gaufrettes saveur Cacao,"Brun, Mondelez",146 g â„®,Francia,5/30/2024,21.72
REC-392128,8230,Brioche tressÃ©e pÃ©pites de chocolat,Pasquier,630 g,France,5/26/2024,9.52
REC-332397,10763,Mon ChÃ©ri,Mon ChÃ©ri,157 g,"Frankreich,Deutschland,Schweiz",10/26/2024,2
REC-834378,9927,Anglesey sea salt crisps,Pipers,150 g,"France, Switzerland, en:united-kingdom",10/24/2025,13.22
REC-365424,5254,LOTUS Gaufre de LiÃ¨ge Chocolat 363g (7x1p),Lotus,363 g,"France, en:algeria",7/31/2024,
REC-610291,6868,Chocolat Dessert Noir 55%,Aiguebelle,175g,"France, en:morocco",6/3/2025,23.2
REC-582086,8981,Milka Choco Mini Stars,Milka,150g,"Bulgaria,Croacia,Estonia,Francia,Polonia,RepÃºblica Srpska,Rumania,Eslovenia,EspaÃ±a",8/26/2025,23.81
REC-137989,8808,Choco wafer,"Milka,Mondelez",180 g,"Francia,Marruecos,EspaÃ±a",7/24/2025,16.73
REC-664778,11341,Pelotazos,"Cheetos,PepsiCo",130 g,"Portugal,EspaÃ±a",1/30/2025,17.13
REC-710479,7970,Eat Natural Bar Peanut&Chocolate 45g,"Eat Natural, Handl norway as",45g,"France, Germany, Netherlands, Spain, United Kingdom, en:belgium",2/29/2024,14.94
REC-800626,5120,KIDDYLICIOUS Veggie Straws - saveur LÃ©gumes - 48g (4x12g),Kiddylicious,48 g,"France, en:united-kingdom",12/4/2024,7.79
REC-476792,10960,Barquillos Chocolate Zero sin azÃºcares,GullÃ³n,60g,"Morocco, Romania, Spain, en:bulgaria",1/4/2025,13.46
REC-882161,13789,,Ferrero Rocher,90 g,"BÃ©lgica,Francia,Alemania,Italia,JapÃ³n,Moldavia,PaÃ­ses Bajos,Portugal,Rumania,EspaÃ±a,Reino Unido",12/11/2025,
REC-389541,8760,Sweet & Salty Nut,Nature Vallley,30g,"France,Royaume-Uni",4/4/2025,
REC-659487,5267,Mini cheddars,,,en:gb,11/21/2024,21.51
REC-436451,5050,Barres de cÃ©rÃ©ales fraises et framboises x 6,Crownfield,"124,8 g",France,6/24/2025,1.48
REC-164384,14291,,nestle,200g,en:Morocco,8/29/2025,
REC-668201,14522,Oatcakes - Organic,Nairn's,250 g,"France, en:united-kingdom",10/23/2025,21.37
REC-559769,9717,Multigrain Crackers,Rivercote (LIDL),170g,France,3/28/2025,11.18
REC-163843,7058,MÃ©lange de noix et pistaches,Alesto,200g,"Bulgaria,France,Germany,Switzerland",6/11/2024,5.69
REC-389627,7968,Petit Ã©colier tendre coeur au lait,"LU,Mondelez international",120 g,France,5/10/2025,15.77
REC-291625,9280,Tartines de Pain multi-cÃ©rÃ©ales,Pasquier,240 g,France,1/16/2025,3.97
REC-215939,12008,Tzatziki,Blini,200 g,"France,Suisse",12/25/2024,
REC-460105,9017,Chocolat noir 72% cacao,"Marque RepÃ¨re, Equador",,"France,RÃ©union",6/8/2024,18.01
REC-111592,12951,Chocolat Noir 95% Togo,Alter Eco,90 g e,"France,Switzerland",9/29/2024,8.08
REC-965114,7928,Maltesers 175g,MALTESERS,175g,"Argelia,Austria,BÃ©lgica,Egipto,Francia,Alemania,Marruecos,Qatar,Suiza,TÃºnez,Emiratos Ãrabes Unidos,Reino Unido",11/10/2024,3.1
REC-143795,12084,Sweet & Salty Popcorn,Propercorn,30 g,"France, Switzerland, United Kingdom, en:belgium",10/22/2024,7
REC-327611,14977,Caprice,Papadopoulos,115g,"Bulgaria, France, French Guiana, Greece, Guadeloupe, Romania, en:italy",2/6/2025,20.17
REC-663235,14945,Horno Al punto de sal,"Lay's,PepsiCo",150 g,"Italia,Portugal,EspaÃ±a",7/30/2025,21.66
REC-216026,13503,Snack Pipas,Anitin,166 g,Espanha,5/15/2025,19.74
REC-755317,12628,Sour Cream & Onion Potato Chips,Popchips,85g,en:gb,10/25/2024,12.84
REC-981342,9462,8 CrÃªpes Chocolat,Whaou,8 crÃªpesðŸ¥ž,France,6/5/2024,2.36
REC-710952,10977,Savoury Crackers,Savour Bakes,200 g,en:gb,2/22/2024,21.86
REC-507409,5862,Major,SAÃDA,,Morocco,3/18/2025,15.89
REC-977027,11506,Clorets,Clorets,,Morocco,11/7/2025,4.26
REC-645017,5017,Ready Salted Grab Bag Crisps,Walkers,45 g,United Kingdom,9/20/2024,12.01
REC-651702,8050,Digestive,,400 g,"Croatia, Italy, Romania, Slovenia, en:france",10/10/2024,7.31
REC-534429,13627,ErdnÃ¼sse gerÃ¶stet & gesalzen,Ãœltje,180g,"Ã–sterreich,Deutschland",1/20/2026,8.42
REC-247463,5655,Choco Tom gaufrettes,Tom,100 g,Tunisia,10/17/2025,2.12
REC-789412,11990,SablÃ©s beurrÃ© nantais,"LU, Mondelez International",130 g,"France,Allemagne,Suisse",11/24/2025,16.52
REC-999404,14703,Grany Fraise ðŸ“ & Framboise,Lu,108 g,Francia,10/22/2025,11.64
REC-130511,6344,Laus nature,"Lay's, Lays, PepsiCo",,France,2/9/2025,7.02
REC-917059,12881,3D's Bugles goÃ»t nature,"3D's Bugles, BENENUTS, LAYS, Lay's",85 g,France,2/14/2025,5.19
REC-183053,6705,"GerblÃ© - Choco Hazelnut Filled Cake, 200g (7.1oz)",GerblÃ©,200 g,Francia,9/3/2025,8.48
REC-511759,7039,Galette Ã‰peautre Son d'Avoine,Bjorg,,"France,French Guiana,Morocco,Switzerland",5/7/2025,14.72
REC-974820,9615,Pain d'Ã‰pices au Miel,Brossard,350 g,"en:france, en:Suiza",8/30/2024,15.66
REC-624871,13121,barbeque flavour popped potato snacks,popchips,85 g,"France, United Kingdom",5/21/2025,23.22
REC-161412,6432,Original Oreo,Oreo,352g,"Belgium, Canada, Denmark, Finland, France, Germany, Mauritius, Morocco, RÃ©union, Spain, Switzerland, en:latvia",10/24/2025,5.2
REC-507617,10369,Takis Fuego 90g,,90g,"en:morocco, en:spain, en:france",12/5/2025,17.94
REC-583819,12795,CacahuÃ¨tes grillÃ©es sans sel ajoutÃ©.,Carrefour,200 g,"Belgique,France,Italie,Pologne,Roumanie,Espagne",4/1/2025,18.06
REC-386157,7846,Le Petit Beurre,LU,167 g,en:gb,1/18/2025,11.23
REC-814427,14101,Pringles Salt & Vinegar,Pringles,185g,"Germany,United Kingdom",8/16/2024,12.39
REC-816700,9477,Jelly Snakes,THE NATURAL CONFECTIONERY CO.,130g,"Switzerland,United Kingdom",2/8/2025,10.41
REC-837125,9228,Madeleine,Bonne Maman,175 g,"France,Royaume-Uni",10/15/2025,5.7
REC-185893,7422,POULAIN NOIR EXTRA 200G,Poulain,200 g,France,2/9/2024,6.39
REC-475215,14944,Snack a Jacks Caramel Rice Cakes,Snack-A-Jacks,159 g,"France, en:united-kingdom",6/15/2024,20.09
REC-527082,10476,Jacobs Savours Salt And Black Pepper Bakes,Jacobs,200 g,"France, en:united-kingdom",4/1/2025,4.02
REC-943230,8023,Dark Chocolate 85% Cocoa,,80 g,Romania,11/19/2025,21.91
REC-887106,13893,Gran cereale croccante con riso,Gran cereale,230 g.,"Francia,Italia",3/5/2025,16.76
REC-475078,5189,Chocolate 85% Cacao 0% AzÃºcares AÃ±adidos,Valor,100 g,"Bolivia,Chile,Colombia,Ecuador,Marruecos,Rumania,EspaÃ±a",8/5/2025,22.9
REC-240162,8735,Mini cracker!,GullÃ³n,350 g,"Francia,Spagna,Italia, en:morocco",5/30/2025,1.39
REC-779048,13269,Biscuits Ã  l'orange Orange et au graines de Chia,"GerblÃ©, GerblÃ© Bio",132 g,"France,La RÃ©union",6/15/2024,8.76
REC-375336,10650,Cashews roasted & salted,Alesto,150 g,"Bulgaria,France,Hungary,Romania,Spain,United Kingdom",9/29/2025,11.44
REC-709387,10421,"GerblÃ© - Organic Muesli Fig Apricot Spelt Cookie, 132g (4.7oz)",GerblÃ© Bio,132g,France,6/16/2024,23.14
REC-407316,7196,Tartines croquantes,"Aldi, Simplement Bon et Bio",200 g,France,1/31/2025,5.85
REC-858767,8973,Petits chocos ðŸ«,Bonne Maman,,France,1/12/2025,16.01
REC-598404,12274,Barre granola goÃ»t chocolat et enrobage crÃ¨me de cacao,Vitalia,,France,5/21/2024,11.86
REC-989289,6898,Chocolat au lait du Pays Alpin,"Kraft Foods, Milka",200 g,France,1/24/2026,7.18
REC-846558,9606,Tablette de chocolat noir 100g,"U, U Bio",100 g,France,2/12/2024,10.22
REC-964602,13977,Brioche tranchÃ©e,Brioche Pasquier,450 g (environ 14 tranches de 32g),"Frankreich,Schweiz",6/24/2024,
REC-291860,12564,Tartines craquantes MulticÃ©rÃ©ales,"JARDIN BIO ETIC, Jardin bio",150 g,France,11/27/2024,4.98
REC-647168,6886,Chilli Heatwave Tortilla Chips,Doritos,180 g,"France,United Kingdom",10/21/2024,24.41
REC-804584,11991,Dunkle Schweizer Schokolade mit Chili-Extrakt,Lindt Excellence,100 g,"Australia,Dinamarca,Francia,Nueva Zelanda,EspaÃ±a,Suiza,Reino Unido",9/7/2025,16.62
REC-280797,7748,Sasanki,"Lidl,Roland,Sondey,Trium",210g,"Bulgaria,Czech Republic,France,Poland",4/4/2024,18.05
REC-218429,11026,Black Pepper Savoury Crackers,"Aldi, Specially Selected",185g,"United Kingdom, Germany",6/7/2024,7.58
REC-820572,14990,Lightly sea salted,Sainsbury's,150g,United Kingdom,8/25/2024,17.96
REC-479422,11567,Honey Roast Crunch,Graze,100g,United Kingdom,11/24/2025,8.65
REC-966925,9174,Salt & Vinegar flavoured rice cakes,Tesco,130 g,"Ireland,United Kingdom,en:united-kingdom",3/3/2025,12.08
REC-318299,12291,Barbecue Lentil Chips,Proper Chips,70 g,United Kingdom,6/1/2025,21.31
REC-934772,8086,Lays,Lay's,250 g,France,9/8/2024,7.39
REC-490629,7191,Cracotte framboise,Lu,200 g,France,9/21/2024,
REC-505061,12134,Milk Hazelnut,Lindt,150 g,"France,Maroc",2/19/2024,16.52
REC-201449,13246,SablÃ©s bio chocolat noir intense,CÃ©rÃ©al Bio,132g,"Belgium,France,Spain,Switzerland",2/17/2025,17.84
REC-752813,11929,Petits Muffins Chocolat,,235 g,"France,Germany,Switzerland",1/6/2025,15.91
REC-664382,13394,Biscuits Farine de BlÃ© et Graines de SÃ©same,Bjorg,184 g,France,6/16/2025,13.02
REC-947013,12219,20 madeleines longues aux Å“ufs frais,Le Ster,,"Canada,France,Allemagne",2/18/2024,11.17
REC-909742,10084,La GÃ¢che TranchÃ©e,La FournÃ©e dorÃ©e,,France,7/17/2024,3.19
REC-507539,12871,Cioccolato Nocciole intere,RITTER SPORT,100 g,"Austria, Belgium, Czech Republic, Denmark, France, Germany, Ireland, Italy, Philippines, Switzerland, United Kingdom, en:netherlands",10/26/2025,17.07
REC-122982,8212,Crunchy Canadian Maple Syrup,Nature Valley,210 gram,"France, Germany, United Kingdom, en:ireland",4/9/2025,3.2
REC-323880,14871,raw fruit & nut bar,NÄkd,35 g,"BÃ©lgica,RepÃºblica Checa,Francia,EspaÃ±a,Suiza",9/30/2024,6.69
REC-406158,6244,Rosemary & sea salt Flatbreads,Nairn's,150 g,"France, en:united-kingdom",3/4/2025,4.66
REC-224476,8349,Dolca chocolate negro,"Dolca,NestlÃ©",,"Argelia,Francia,Marruecos,EspaÃ±a",2/6/2024,15.41
REC-720973,10030,Sea Salted popcorn,,10g,United Kingdom,2/28/2024,22.88
REC-336820,9595,Lightly salted tortilla chips,Aldi,200 g,United Kingdom,10/11/2025,19.85
REC-138780,9275,Biscuits caramel Ã©peautre,GerblÃ©,132g,France,4/14/2024,16.56
REC-647288,13051,NESTLE DESSERT Noir Bio 170g,"NestlÃ©, Bio+, Nestle dessert",170 g,France,11/5/2025,
REC-187419,7747,Donut milky,,,en:ma,4/15/2024,2.35
REC-647081,13501,Chips saveur beurre salÃ©,Brets,125 g,France,4/2/2024,13.18
REC-536166,7911,Almond Butter + Puffed Quinoa Dark Chocolate,Hu,60 g,United Kingdom,7/12/2025,20.55
REC-676722,5228,Rice and Corn Cakes,Snack a Jacks,117g,en:United Kingdom,8/21/2024,22.84
