"OrderID","CustomerID","ProductName","Brand","Raw_Weight","Country","OrderDate","UnitPrice","ProdutName","Weight_Numeric","Weight_Unit","Weight_grams","Main_Country"
"REC-302639",14765,"14 Gaufrettes saveur Cacao","Brun, Mondelez","146 g â„®","Francia",2024-05-30,21.72,"14 Gaufrettes saveur Cacao",146,"g",146,"Francia"
"REC-392128",8230,"Brioche tressÃ©e pÃ©pites de chocolat","Pasquier","630 g","France",2024-05-26,9.52,"Brioche tressÃ©e pÃ©pites de chocolat",630,"g",630,"France"
"REC-332397",10763,"Mon ChÃ©ri","Mon ChÃ©ri","157 g","Frankreich,Deutschland,Schweiz",2024-10-26,2,"Mon ChÃ©ri",157,"g",157,"Frankreich"
"REC-834378",9927,"Anglesey sea salt crisps","Pipers","150 g","France, Switzerland, en:united-kingdom",2025-10-24,13.22,"Anglesey sea salt crisps",150,"g",150,"France"
"REC-610291",6868,"Chocolat Dessert Noir 55%","Aiguebelle","175g","France, en:morocco",2025-06-03,23.2,"Chocolat Dessert Noir 55%",175,"g",175,"France"
"REC-582086",8981,"Milka Choco Mini Stars","Milka","150g","Bulgaria,Croacia,Estonia,Francia,Polonia,RepÃºblica Srpska,Rumania,Eslovenia,EspaÃ±a",2025-08-26,23.81,"Milka Choco Mini Stars",150,"g",150,"Bulgaria"
"REC-137989",8808,"Choco wafer","Milka,Mondelez","180 g","Francia,Marruecos,EspaÃ±a",2025-07-24,16.73,"Choco wafer",180,"g",180,"Francia"
"REC-664778",11341,"Pelotazos","Cheetos,PepsiCo","130 g","Portugal,EspaÃ±a",2025-01-30,17.13,"Pelotazos",130,"g",130,"Portugal"
"REC-710479",7970,"Eat Natural Bar Peanut&Chocolate 45g","Eat Natural, Handl norway as","45g","France, Germany, Netherlands, Spain, United Kingdom, en:belgium",2024-02-29,14.94,"Eat Natural Bar Peanut&Chocolate 45g",45,"g",45,"France"
"REC-800626",5120,"KIDDYLICIOUS Veggie Straws - saveur LÃ©gumes - 48g (4x12g)","Kiddylicious","48 g","France, en:united-kingdom",2024-12-04,7.79,"KIDDYLICIOUS Veggie Straws - saveur LÃ©gumes - 48g (4x12g)",48,"g",48,"France"
"REC-476792",10960,"Barquillos Chocolate Zero sin azÃºcares","GullÃ³n","60g","Morocco, Romania, Spain, en:bulgaria",2025-01-04,13.46,"Barquillos Chocolate Zero sin azÃºcares",60,"g",60,"Morocco"
"REC-659487",5267,"Mini cheddars","Unknown","","en:gb",2024-11-21,21.51,"Mini cheddars",NA,NA,NA,"en:gb"
"REC-436451",5050,"Barres de cÃ©rÃ©ales fraises et framboises x 6","Crownfield","124,8 g","France",2025-06-24,1.48,"Barres de cÃ©rÃ©ales fraises et framboises x 6",124,"g",124,"France"
"REC-668201",14522,"Oatcakes - Organic","Nairn's","250 g","France, en:united-kingdom",2025-10-23,21.37,"Oatcakes - Organic",250,"g",250,"France"
"REC-559769",9717,"Multigrain Crackers","Rivercote (LIDL)","170g","France",2025-03-28,11.18,"Multigrain Crackers",170,"g",170,"France"
"REC-163843",7058,"MÃ©lange de noix et pistaches","Alesto","200g","Bulgaria,France,Germany,Switzerland",2024-06-11,5.69,"MÃ©lange de noix et pistaches",200,"g",200,"Bulgaria"
"REC-389627",7968,"Petit Ã©colier tendre coeur au lait","LU,Mondelez international","120 g","France",2025-05-10,15.77,"Petit Ã©colier tendre coeur au lait",120,"g",120,"France"
"REC-291625",9280,"Tartines de Pain multi-cÃ©rÃ©ales","Pasquier","240 g","France",2025-01-16,3.97,"Tartines de Pain multi-cÃ©rÃ©ales",240,"g",240,"France"
"REC-460105",9017,"Chocolat noir 72% cacao","Marque RepÃ¨re, Equador","","France,RÃ©union",2024-06-08,18.01,"Chocolat noir 72% cacao",NA,NA,NA,"France"
"REC-111592",12951,"Chocolat Noir 95% Togo","Alter Eco","90 g e","France,Switzerland",2024-09-29,8.08,"Chocolat Noir 95% Togo",90,"g",90,"France"
"REC-965114",7928,"Maltesers 175g","MALTESERS","175g","Argelia,Austria,BÃ©lgica,Egipto,Francia,Alemania,Marruecos,Qatar,Suiza,TÃºnez,Emiratos Ãrabes Unidos,Reino Unido",2024-11-10,3.1,"Maltesers 175g",175,"g",175,"Argelia"
"REC-143795",12084,"Sweet & Salty Popcorn","Propercorn","30 g","France, Switzerland, United Kingdom, en:belgium",2024-10-22,7,"Sweet & Salty Popcorn",30,"g",30,"France"
"REC-327611",14977,"Caprice","Papadopoulos","115g","Bulgaria, France, French Guiana, Greece, Guadeloupe, Romania, en:italy",2025-02-06,20.17,"Caprice",115,"g",115,"Bulgaria"
"REC-663235",14945,"Horno Al punto de sal","Lay's,PepsiCo","150 g","Italia,Portugal,EspaÃ±a",2025-07-30,21.66,"Horno Al punto de sal",150,"g",150,"Italia"
"REC-216026",13503,"Snack Pipas","Anitin","166 g","Espanha",2025-05-15,19.74,"Snack Pipas",166,"g",166,"Espanha"
"REC-755317",12628,"Sour Cream & Onion Potato Chips","Popchips","85g","en:gb",2024-10-25,12.84,"Sour Cream & Onion Potato Chips",85,"g",85,"en:gb"
"REC-981342",9462,"8 CrÃªpes Chocolat","Whaou","8 crÃªpesðŸ¥ž","France",2024-06-05,2.36,"8 CrÃªpes Chocolat",8,"cr",8,"France"
"REC-710952",10977,"Savoury Crackers","Savour Bakes","200 g","en:gb",2024-02-22,21.86,"Savoury Crackers",200,"g",200,"en:gb"
"REC-507409",5862,"Major","SAÃDA","","Morocco",2025-03-18,15.89,"Major",NA,NA,NA,"Morocco"
"REC-977027",11506,"Clorets","Clorets","","Morocco",2025-11-07,4.26,"Clorets",NA,NA,NA,"Morocco"
"REC-645017",5017,"Ready Salted Grab Bag Crisps","Walkers","45 g","United Kingdom",2024-09-20,12.01,"Ready Salted Grab Bag Crisps",45,"g",45,"United Kingdom"
"REC-651702",8050,"Digestive","Unknown","400 g","Croatia, Italy, Romania, Slovenia, en:france",2024-10-10,7.31,"Digestive",400,"g",400,"Croatia"
"REC-534429",13627,"ErdnÃ¼sse gerÃ¶stet & gesalzen","Ãœltje","180g","Ã–sterreich,Deutschland",2026-01-20,8.42,"ErdnÃ¼sse gerÃ¶stet & gesalzen",180,"g",180,"Ã–sterreich"
"REC-247463",5655,"Choco Tom gaufrettes","Tom","100 g","Tunisia",2025-10-17,2.12,"Choco Tom gaufrettes",100,"g",100,"Tunisia"
"REC-789412",11990,"SablÃ©s beurrÃ© nantais","LU, Mondelez International","130 g","France,Allemagne,Suisse",2025-11-24,16.52,"SablÃ©s beurrÃ© nantais",130,"g",130,"France"
"REC-999404",14703,"Grany Fraise ðŸ“ & Framboise","Lu","108 g","Francia",2025-10-22,11.64,"Grany Fraise ðŸ“ & Framboise",108,"g",108,"Francia"
"REC-130511",6344,"Laus nature","Lay's, Lays, PepsiCo","","France",2025-02-09,7.02,"Laus nature",NA,NA,NA,"France"
"REC-917059",12881,"3D's Bugles goÃ»t nature","3D's Bugles, BENENUTS, LAYS, Lay's","85 g","France",2025-02-14,5.19,"3D's Bugles goÃ»t nature",85,"g",85,"France"
"REC-183053",6705,"GerblÃ© - Choco Hazelnut Filled Cake, 200g (7.1oz)","GerblÃ©","200 g","Francia",2025-09-03,8.48,"GerblÃ© - Choco Hazelnut Filled Cake, 200g (7.1oz)",200,"g",200,"Francia"
"REC-511759",7039,"Galette Ã‰peautre Son d'Avoine","Bjorg","","France,French Guiana,Morocco,Switzerland",2025-05-07,14.72,"Galette Ã‰peautre Son d'Avoine",NA,NA,NA,"France"
"REC-974820",9615,"Pain d'Ã‰pices au Miel","Brossard","350 g","en:france, en:Suiza",2024-08-30,15.66,"Pain d'Ã‰pices au Miel",350,"g",350,"en:france"
"REC-624871",13121,"barbeque flavour popped potato snacks","popchips","85 g","France, United Kingdom",2025-05-21,23.22,"barbeque flavour popped potato snacks",85,"g",85,"France"
"REC-161412",6432,"Original Oreo","Oreo","352g","Belgium, Canada, Denmark, Finland, France, Germany, Mauritius, Morocco, RÃ©union, Spain, Switzerland, en:latvia",2025-10-24,5.2,"Original Oreo",352,"g",352,"Belgium"
"REC-507617",10369,"Takis Fuego 90g","Unknown","90g","en:morocco, en:spain, en:france",2025-12-05,17.94,"Takis Fuego 90g",90,"g",90,"en:morocco"
"REC-583819",12795,"CacahuÃ¨tes grillÃ©es sans sel ajoutÃ©.","Carrefour","200 g","Belgique,France,Italie,Pologne,Roumanie,Espagne",2025-04-01,18.06,"CacahuÃ¨tes grillÃ©es sans sel ajoutÃ©.",200,"g",200,"Belgique"
"REC-386157",7846,"Le Petit Beurre","LU","167 g","en:gb",2025-01-18,11.23,"Le Petit Beurre",167,"g",167,"en:gb"
"REC-814427",14101,"Pringles Salt & Vinegar","Pringles","185g","Germany,United Kingdom",2024-08-16,12.39,"Pringles Salt & Vinegar",185,"g",185,"Germany"
"REC-816700",9477,"Jelly Snakes","THE NATURAL CONFECTIONERY CO.","130g","Switzerland,United Kingdom",2025-02-08,10.41,"Jelly Snakes",130,"g",130,"Switzerland"
"REC-837125",9228,"Madeleine","Bonne Maman","175 g","France,Royaume-Uni",2025-10-15,5.7,"Madeleine",175,"g",175,"France"
"REC-185893",7422,"POULAIN NOIR EXTRA 200G","Poulain","200 g","France",2024-02-09,6.39,"POULAIN NOIR EXTRA 200G",200,"g",200,"France"
"REC-475215",14944,"Snack a Jacks Caramel Rice Cakes","Snack-A-Jacks","159 g","France, en:united-kingdom",2024-06-15,20.09,"Snack a Jacks Caramel Rice Cakes",159,"g",159,"France"
"REC-527082",10476,"Jacobs Savours Salt And Black Pepper Bakes","Jacobs","200 g","France, en:united-kingdom",2025-04-01,4.02,"Jacobs Savours Salt And Black Pepper Bakes",200,"g",200,"France"
"REC-943230",8023,"Dark Chocolate 85% Cocoa","Unknown","80 g","Romania",2025-11-19,21.91,"Dark Chocolate 85% Cocoa",80,"g",80,"Romania"
"REC-887106",13893,"Gran cereale croccante con riso","Gran cereale","230 g.","Francia,Italia",2025-03-05,16.76,"Gran cereale croccante con riso",230,"g",230,"Francia"
"REC-475078",5189,"Chocolate 85% Cacao 0% AzÃºcares AÃ±adidos","Valor","100 g","Bolivia,Chile,Colombia,Ecuador,Marruecos,Rumania,EspaÃ±a",2025-08-05,22.9,"Chocolate 85% Cacao 0% AzÃºcares AÃ±adidos",100,"g",100,"Bolivia"
"REC-240162",8735,"Mini cracker!","GullÃ³n","350 g","Francia,Spagna,Italia, en:morocco",2025-05-30,1.39,"Mini cracker!",350,"g",350,"Francia"
"REC-779048",13269,"Biscuits Ã  l'orange Orange et au graines de Chia","GerblÃ©, GerblÃ© Bio","132 g","France,La RÃ©union",2024-06-15,8.76,"Biscuits Ã  l'orange Orange et au graines de Chia",132,"g",132,"France"
"REC-375336",10650,"Cashews roasted & salted","Alesto","150 g","Bulgaria,France,Hungary,Romania,Spain,United Kingdom",2025-09-29,11.44,"Cashews roasted & salted",150,"g",150,"Bulgaria"
"REC-709387",10421,"GerblÃ© - Organic Muesli Fig Apricot Spelt Cookie, 132g (4.7oz)","GerblÃ© Bio","132g","France",2024-06-16,23.14,"GerblÃ© - Organic Muesli Fig Apricot Spelt Cookie, 132g (4.7oz)",132,"g",132,"France"
"REC-407316",7196,"Tartines croquantes","Aldi, Simplement Bon et Bio","200 g","France",2025-01-31,5.85,"Tartines croquantes",200,"g",200,"France"
"REC-858767",8973,"Petits chocos ðŸ«","Bonne Maman","","France",2025-01-12,16.01,"Petits chocos ðŸ«",NA,NA,NA,"France"
"REC-598404",12274,"Barre granola goÃ»t chocolat et enrobage crÃ¨me de cacao","Vitalia","","France",2024-05-21,11.86,"Barre granola goÃ»t chocolat et enrobage crÃ¨me de cacao",NA,NA,NA,"France"
"REC-989289",6898,"Chocolat au lait du Pays Alpin","Kraft Foods, Milka","200 g","France",2026-01-24,7.18,"Chocolat au lait du Pays Alpin",200,"g",200,"France"
"REC-846558",9606,"Tablette de chocolat noir 100g","U, U Bio","100 g","France",2024-02-12,10.22,"Tablette de chocolat noir 100g",100,"g",100,"France"
"REC-291860",12564,"Tartines craquantes MulticÃ©rÃ©ales","JARDIN BIO ETIC, Jardin bio","150 g","France",2024-11-27,4.98,"Tartines craquantes MulticÃ©rÃ©ales",150,"g",150,"France"
"REC-647168",6886,"Chilli Heatwave Tortilla Chips","Doritos","180 g","France,United Kingdom",2024-10-21,24.41,"Chilli Heatwave Tortilla Chips",180,"g",180,"France"
"REC-804584",11991,"Dunkle Schweizer Schokolade mit Chili-Extrakt","Lindt Excellence","100 g","Australia,Dinamarca,Francia,Nueva Zelanda,EspaÃ±a,Suiza,Reino Unido",2025-09-07,16.62,"Dunkle Schweizer Schokolade mit Chili-Extrakt",100,"g",100,"Australia"
"REC-280797",7748,"Sasanki","Lidl,Roland,Sondey,Trium","210g","Bulgaria,Czech Republic,France,Poland",2024-04-04,18.05,"Sasanki",210,"g",210,"Bulgaria"
"REC-218429",11026,"Black Pepper Savoury Crackers","Aldi, Specially Selected","185g","United Kingdom, Germany",2024-06-07,7.58,"Black Pepper Savoury Crackers",185,"g",185,"United Kingdom"
"REC-820572",14990,"Lightly sea salted","Sainsbury's","150g","United Kingdom",2024-08-25,17.96,"Lightly sea salted",150,"g",150,"United Kingdom"
"REC-479422",11567,"Honey Roast Crunch","Graze","100g","United Kingdom",2025-11-24,8.65,"Honey Roast Crunch",100,"g",100,"United Kingdom"
"REC-966925",9174,"Salt & Vinegar flavoured rice cakes","Tesco","130 g","Ireland,United Kingdom,en:united-kingdom",2025-03-03,12.08,"Salt & Vinegar flavoured rice cakes",130,"g",130,"Ireland"
"REC-318299",12291,"Barbecue Lentil Chips","Proper Chips","70 g","United Kingdom",2025-06-01,21.31,"Barbecue Lentil Chips",70,"g",70,"United Kingdom"
"REC-934772",8086,"Lays","Lay's","250 g","France",2024-09-08,7.39,"Lays",250,"g",250,"France"
"REC-505061",12134,"Milk Hazelnut","Lindt","150 g","France,Maroc",2024-02-19,16.52,"Milk Hazelnut",150,"g",150,"France"
"REC-201449",13246,"SablÃ©s bio chocolat noir intense","CÃ©rÃ©al Bio","132g","Belgium,France,Spain,Switzerland",2025-02-17,17.84,"SablÃ©s bio chocolat noir intense",132,"g",132,"Belgium"
"REC-752813",11929,"Petits Muffins Chocolat","Unknown","235 g","France,Germany,Switzerland",2025-01-06,15.91,"Petits Muffins Chocolat",235,"g",235,"France"
"REC-664382",13394,"Biscuits Farine de BlÃ© et Graines de SÃ©same","Bjorg","184 g","France",2025-06-16,13.02,"Biscuits Farine de BlÃ© et Graines de SÃ©same",184,"g",184,"France"
"REC-947013",12219,"20 madeleines longues aux Å“ufs frais","Le Ster","","Canada,France,Allemagne",2024-02-18,11.17,"20 madeleines longues aux Å“ufs frais",NA,NA,NA,"Canada"
"REC-909742",10084,"La GÃ¢che TranchÃ©e","La FournÃ©e dorÃ©e","","France",2024-07-17,3.19,"La GÃ¢che TranchÃ©e",NA,NA,NA,"France"
"REC-507539",12871,"Cioccolato Nocciole intere","RITTER SPORT","100 g","Austria, Belgium, Czech Republic, Denmark, France, Germany, Ireland, Italy, Philippines, Switzerland, United Kingdom, en:netherlands",2025-10-26,17.07,"Cioccolato Nocciole intere",100,"g",100,"Austria"
"REC-122982",8212,"Crunchy Canadian Maple Syrup","Nature Valley","210 gram","France, Germany, United Kingdom, en:ireland",2025-04-09,3.2,"Crunchy Canadian Maple Syrup",210,"gram",210,"France"
"REC-323880",14871,"raw fruit & nut bar","NÄkd","35 g","BÃ©lgica,RepÃºblica Checa,Francia,EspaÃ±a,Suiza",2024-09-30,6.69,"raw fruit & nut bar",35,"g",35,"BÃ©lgica"
"REC-406158",6244,"Rosemary & sea salt Flatbreads","Nairn's","150 g","France, en:united-kingdom",2025-03-04,4.66,"Rosemary & sea salt Flatbreads",150,"g",150,"France"
"REC-224476",8349,"Dolca chocolate negro","Dolca,NestlÃ©","","Argelia,Francia,Marruecos,EspaÃ±a",2024-02-06,15.41,"Dolca chocolate negro",NA,NA,NA,"Argelia"
"REC-720973",10030,"Sea Salted popcorn","Unknown","10g","United Kingdom",2024-02-28,22.88,"Sea Salted popcorn",10,"g",10,"United Kingdom"
"REC-336820",9595,"Lightly salted tortilla chips","Aldi","200 g","United Kingdom",2025-10-11,19.85,"Lightly salted tortilla chips",200,"g",200,"United Kingdom"
"REC-138780",9275,"Biscuits caramel Ã©peautre","GerblÃ©","132g","France",2024-04-14,16.56,"Biscuits caramel Ã©peautre",132,"g",132,"France"
"REC-187419",7747,"Donut milky","Unknown","","en:ma",2024-04-15,2.35,"Donut milky",NA,NA,NA,"en:ma"
"REC-647081",13501,"Chips saveur beurre salÃ©","Brets","125 g","France",2024-04-02,13.18,"Chips saveur beurre salÃ©",125,"g",125,"France"
"REC-536166",7911,"Almond Butter + Puffed Quinoa Dark Chocolate","Hu","60 g","United Kingdom",2025-07-12,20.55,"Almond Butter + Puffed Quinoa Dark Chocolate",60,"g",60,"United Kingdom"
"REC-676722",5228,"Rice and Corn Cakes","Snack a Jacks","117g","en:United Kingdom",2024-08-21,22.84,"Rice and Corn Cakes",117,"g",117,"en:United Kingdom"
"REC-312311",11108,"Caramelised Onion & Balsamic Vinegar Pea & Bean Sticks","Off The Eaten Path","","en:gb",2025-07-17,22.74,"Caramelised Onion & Balsamic Vinegar Pea & Bean Sticks",NA,NA,NA,"en:gb"
"REC-939425",9066,"Sticky Toffee Oat Boosts","Unknown","","United Kingdom",2025-12-13,11.4,"Sticky Toffee Oat Boosts",NA,NA,NA,"United Kingdom"
"REC-180800",13602,"Soft Bakes Blueberry","Belvita,Mondelez","250g","United Kingdom",2024-04-17,10.74,"Soft Bakes Blueberry",250,"g",250,"United Kingdom"
"REC-790409",14117,"MADELEINES CHOCOLAT LAIT","Bonne Maman","300 g","France",2025-10-01,10.62,"MADELEINES CHOCOLAT LAIT",300,"g",300,"France"
"REC-258740",10660,"Bonne Maman - Le petit Quatre-Quarts pur beurre, 300g (10 sachets fraÃ®cheur)","Bonne Maman","300 g","France,en:france",2024-08-23,10.42,"Bonne Maman - Le petit Quatre-Quarts pur beurre, 300g (10 sachets fraÃ®cheur)",300,"g",300,"France"
"REC-586138",10754,"Monster Munch - Produit soufflÃ© Ã  base de pomme de terre goÃ»t salÃ©","Unknown","135 g â„®","Frankrijk",2025-09-23,1.17,"Monster Munch - Produit soufflÃ© Ã  base de pomme de terre goÃ»t salÃ©",135,"g",135,"Frankrijk"
"REC-948010",6414,"Chips Paysanne","Brets","250 g","en:france",2025-04-01,13.8,"Chips Paysanne",250,"g",250,"en:france"
"REC-656624",14296,"La madeleine coque chocolat noir","Maison Colibri","240 g","France",2025-08-21,15.95,"La madeleine coque chocolat noir",240,"g",240,"France"
"REC-627465",9319,"Bio Vollmilch-Schokolade","Fairglobe","100 g","France, Germany, Spain, en:romania",2024-06-17,12.02,"Bio Vollmilch-Schokolade",100,"g",100,"France"
"REC-862824",6149,"Tunnocks Teacakes 6pk al anhar","Tunnockâ€™s","144g","Australia, France, Spain, en:united-kingdom",2025-01-17,1.13,"Tunnocks Teacakes 6pk al anhar",144,"g",144,"Australia"
"REC-621553",11127,"Gaufres de LiÃ¨ge perles de sucre","Lotus","45 g e","Belgique,France",2024-09-07,1.33,"Gaufres de LiÃ¨ge perles de sucre",45,"g",45,"Belgique"
"REC-640030",5943,"Pufuleti","Gusto","45g","Germany, Hungary, Romania, Spain, fr:francia, en:united-kingdom",2024-11-17,20.31,"Pufuleti",45,"g",45,"Germany"
"REC-363709",11230,"La Buena MarÃ­a Original","Fontaneda,Mondelez","","Francia,EspaÃ±a",2024-05-13,24.82,"La Buena MarÃ­a Original",NA,NA,NA,"Francia"
"REC-693182",6983,"Barritas de trigo y arroz integral con chocolate con leche","Hacendado","100g","Spain",2024-08-16,11.19,"Barritas de trigo y arroz integral con chocolate con leche",100,"g",100,"Spain"
"REC-668123",7387,"Protein Bar","Unknown","45g","Germany,Bulgaria",2024-07-25,23.71,"Protein Bar",45,"g",45,"Germany"
"REC-814899",5229,"LOTUS BISCOFF Speculoos Original Pocket - 186g (12x2p)","Lotus","186 g","France",2025-12-18,24.84,"LOTUS BISCOFF Speculoos Original Pocket - 186g (12x2p)",186,"g",186,"France"
"REC-847049",7866,"Petites madeleines aux Å“ufs saint Michel","St Michel","400 g","France",2024-04-21,24.09,"Petites madeleines aux Å“ufs saint Michel",400,"g",400,"France"
"REC-863361",9411,"Hazelnut, Caramelised Cashew & Pistachio Milk Chocolate","Waitrose","100g","United Kingdom",2025-04-02,4.56,"Hazelnut, Caramelised Cashew & Pistachio Milk Chocolate",100,"g",100,"United Kingdom"
"REC-990571",11012,"Biscotti Pan di Stelle","Barilla, Mulino Bianco","350","France,Italie,Espagne",2024-05-22,20.33,"Biscotti Pan di Stelle",350,NA,350,"France"
"REC-246458",6775,"Root Vegetables","Tesco","125g","en:gb",2024-06-13,22.54,"Root Vegetables",125,"g",125,"en:gb"
"REC-867763",5945,"Cheese Twists","M&S Food","125g","United Kingdom",2024-03-15,8.22,"Cheese Twists",125,"g",125,"United Kingdom"
"REC-727112",13324,"Quadro l'original","CÃ©moi","187g","France",2025-03-15,15.49,"Quadro l'original",187,"g",187,"France"
"REC-579136",13571,"Takis Fuego","Barcel, Takis","100g","Bosnia and Herzegovina, France, Germany, Romania, en:belgium",2024-02-28,10.44,"Takis Fuego",100,"g",100,"Bosnia and Herzegovina"
"REC-822917",6265,"original made with sea salt","triscuit","8.5oz","France,United States, World",2024-04-14,1.34,"original made with sea salt",8.5,"oz",8.5,"France"
"REC-475261",7445,"Roasted Cashew-Peanut-Mix Honey & Salt","Alesto, Lidl","200g","Germany,United States",2024-02-27,22.85,"Roasted Cashew-Peanut-Mix Honey & Salt",200,"g",200,"Germany"
"REC-923721",6741,"Scottish Rough Oatcakes","Rivercote","250 g","France,United Kingdom,en:united-kingdom",2025-05-31,13.55,"Scottish Rough Oatcakes",250,"g",250,"France"
"REC-760379",10111,"Menier PÃ¢tissier Tablette","NestlÃ©, Menier","200 g","France",2025-04-03,16.25,"Menier PÃ¢tissier Tablette",200,"g",200,"France"
"REC-437902",5350,"GerblÃ© - Sesame Chocolate Cookie, 200g (7.1oz)","GerblÃ©","","Francia,Martinica",2024-06-19,7.7,"GerblÃ© - Sesame Chocolate Cookie, 200g (7.1oz)",NA,NA,NA,"Francia"
"REC-271147",5701,"Formule boost","Daco Bello","200 g","France",2025-09-11,21.41,"Formule boost",200,"g",200,"France"
"REC-213317",7388,"WALKERS  SALTED","Walkers","32.5g","United Kingdom",2025-09-11,15.18,"WALKERS  SALTED",32.5,"g",32.5,"United Kingdom"
"REC-266689",8992,"Conikos fromage","Conikos","35 g","Maroc",2025-01-30,11.5,"Conikos fromage",35,"g",35,"Maroc"
"REC-239220",9396,"Pan Goccioli","Barilla, Mulino Bianco","8 x 42g","Italy,Switzerland",2024-07-07,1.52,"Pan Goccioli",8,"x",8,"Italy"
"REC-391103",8565,"Sour Cream & Chive Flavour Wheat & Potato Pretzel Knots","Penn State Snacks","7","France, en:united-kingdom",2025-03-26,13.56,"Sour Cream & Chive Flavour Wheat & Potato Pretzel Knots",7,NA,7,"France"
"REC-653026",12527,"Organic cacao nibs","Unknown","125g","en:gb",2024-12-11,3.48,"Organic cacao nibs",125,"g",125,"en:gb"
"REC-846891",11252,"Fluffy Milky","best biscuits","1 et 40 g","en:Morocco",2025-06-06,15.86,"Fluffy Milky",1,"et",1,"en:Morocco"
"REC-522970",8207,"Gullon zero Snack Choco","GullÃ³n","150g","Spain, en:morocco",2024-05-26,10.83,"Gullon zero Snack Choco",150,"g",150,"Spain"
"REC-443022",5469,"Browny","Be","40g","Morocco",2025-01-29,21.49,"Browny",40,"g",40,"Morocco"
"REC-810406",7157,"Mikado chocolat au lait","Glico, LUMondelez, Mikado","90 g","en:france, en:switzerland, en:Belgique, en:spain",2025-08-09,17.87,"Mikado chocolat au lait",90,"g",90,"en:france"
"REC-905909",11926,"BN - Cookies - Mini Strawberry x 5, 175g (6.2oz)","BN","175g","Belgium, France, Switzerland, en:morocco",2025-08-05,20.86,"BN - Cookies - Mini Strawberry x 5, 175g (6.2oz)",175,"g",175,"Belgium"
"REC-658364",7955,"Pain d'Ã©pices miel","Bjorg","300 g","France, en:morocco",2025-02-26,1.53,"Pain d'Ã©pices miel",300,"g",300,"France"
"REC-448844",7037,"Chocolat noir aux Ã©corces d'orange","Alter Eco","100 g","France",2024-03-24,2.11,"Chocolat noir aux Ã©corces d'orange",100,"g",100,"France"
"REC-239562",14930,"Doritos Cool Original 180g","Doritos","180g","France,United Kingdom",2024-05-17,1.03,"Doritos Cool Original 180g",180,"g",180,"France"
"REC-556341",5432,"chocolat NESTLE DESSERT Noir 2X205g","NestlÃ© dessert, Tablettes","410 g","Canada,France,Allemagne",2024-04-11,14.48,"chocolat NESTLE DESSERT Noir 2X205g",410,"g",410,"Canada"
"REC-418377",11371,"Caramelo","Milka,Mondelez","100 g","BÃ©lgica,Francia,Italia,Marruecos,PaÃ­ses Bajos,Portugal,EspaÃ±a",2024-07-06,11.91,"Caramelo",100,"g",100,"BÃ©lgica"
"REC-681037",8263,"Tablette Kinder Chocolat Chocolat au Lait x16 -200g","Kinder, Mixte","200 g (16 barres)","France,Spain",2025-08-07,1.68,"Tablette Kinder Chocolat Chocolat au Lait x16 -200g",200,"g",200,"France"
"REC-222981",6449,"PiÃ¹ integrali","Galbusera","330 g (6 x 55 g)","en:italy, en:france",2025-10-08,3.51,"PiÃ¹ integrali",330,"g",330,"en:italy"
"REC-897575",12965,"Raw Fruit & Nut Bar","Unknown","35 g","France, en:united-kingdom",2024-11-07,8.37,"Raw Fruit & Nut Bar",35,"g",35,"France"
"REC-924883",12563,"Pancakes","la fournÃ©e dorÃ©e","350g","France",2024-11-28,24.52,"Pancakes",350,"g",350,"France"
"REC-940891",5742,"Brioche Chocolat","Unknown","8 x 37,5g","en:fr",2025-03-31,8.29,"Brioche Chocolat",8,"x",8,"en:fr"
"REC-193508",8575,"Quality Street","NestlÃ©","600gm","Belgium, France, United Kingdom, en:morocco",2024-08-15,7.05,"Quality Street",600,"gm",600,"Belgium"
"REC-823819",6801,"Peanut butter bars","Graze","4 x 30g","en:gb",2025-06-28,3.02,"Peanut butter bars",4,"x",4,"en:gb"
"REC-800802",10117,"50G RICOLA FRAMBOISE MELISSE","Ricola","50 g","France",2025-01-14,13.19,"50G RICOLA FRAMBOISE MELISSE",50,"g",50,"France"
"REC-688703",11492,"Veggie Straws","Eat Real","","en:United Kingdom",2025-02-14,24.12,"Veggie Straws",NA,NA,NA,"en:United Kingdom"
"REC-278812",10649,"SablÃ© des FLANDRES","Unknown","250 g e","France,Suisse",2024-05-31,12.85,"SablÃ© des FLANDRES",250,"g",250,"France"
"REC-315062",9986,"Kango","Kango, LU","225 g","France",2024-05-29,17.55,"Kango",225,"g",225,"France"
"REC-593546",8506,"Belvita petit dÃ©jeuner","Belvita, LU, Mondelez","600 g e","France",2025-08-25,22.48,"Belvita petit dÃ©jeuner",600,"g",600,"France"
"REC-724394",11126,"Mejora","mejora","ok","en:morocco",2024-06-04,20.71,"Mejora",NA,"ok",NA,"en:morocco"
"REC-236920",6739,"Flan pÃ¢tissier","alsa","","France",2024-03-22,17.35,"Flan pÃ¢tissier",NA,NA,NA,"France"
"REC-673732",14940,"Granola Bar Vanilla & White Cream","VITALIA","3 x 23 g","Netherlands, en:france",2024-02-07,17.9,"Granola Bar Vanilla & White Cream",3,"x",3,"Netherlands"
"REC-801989",11261,"SablÃ©s sÃ©same & pavot","Cereal bio","132 g, 3 sachets de 4 biscuits","France,Switzerland",2025-09-18,24.7,"SablÃ©s sÃ©same & pavot",132,"g",132,"France"
